AWARD	DESCRIPTION	female	male	non-binary	transgender female	p_value	start_date	end_date	PERSON
Urey Medal	European science award	1.0	18.0	0.0	0.0	3.814697265625e-05	1990-01-01T00:00:00Z	2016-01-01T00:00:00Z	Albrecht W. Hofmann; Alexander Halliday; Alexandra Navrotsky; Donald Canfield; Donald J. DePaolo; Geoffrey Eglinton; Grenville Turner; Hans Oeschger; Harold C. Helgeson; Henry Elderfield; Igor Tolstikhin; John Marmion Edmond; John Michael Hayes; Keith O'Nions; Klaus Mezger; Nicholas Shackleton; Robert N. Clayton; Samuel Epstein; Wallace Smith Broecker
V. A. Kargin Prize	$null$	0.0	2.0	0.0	0.0	0.25	1984-01-01T00:00:00Z	2002-01-01T00:00:00Z	Alexey Bobrovsky; Nikolay Yenikolopov
V. M. Goldschmidt Award	American science award in geochemistry	2.0	3.0	0.0	0.0	0.5	1981-01-01T00:00:00Z	2015-01-01T00:00:00Z	John Michael Hayes; Miriam Kastner; Robert A. Berner; Robert N. Clayton; Susan Solomon
VO Klyuchevsky Prize	$null$	1.0	0.0	0.0	0.0	1.0	1997-01-01T00:00:00Z	1997-01-01T00:00:00Z	Evgenia Rudnitskaya
Vallauri Prize	$null$	0.0	17.0	0.0	0.0	7.62939453125e-06	1899-01-01T00:00:00Z	2007-01-01T00:00:00Z	Antonio La Penna; Augusto Righi; Carlo Cattaneo; Concetto Marchesi; Eduard Fraenkel; Eduard Norden; Einar Löfstedt den yngre; Enrico Pistolesi; Giorgio Pasquali; Giovanni Battista Grassi; Giuseppe Massimo Pestarini; Giuseppe Occhialini; Martin Schanz; Paul Monceaux; Remigio Sabbadini; Vincenzo Ussani; Wallace Lindsay
Valmor Prize	architecture prize of the city of Lisbon	0.0	4.0	0.0	0.0	0.0625	1962-01-01T00:00:00Z	1975-01-01T00:00:00Z	Francisco Keil do Amaral; Nuno Teotónio Pereira; Nuno Teotónio Pereira; Nuno Teotónio Pereira
Vannevar Bush Award	American science award	5.0	5.0	0.0	0.0	0.6230468749999999	1988-01-01T00:00:00Z	2017-01-01T00:00:00Z	Charles Marstiller Vest; Glenn Seaborg; James Van Allen; Mary L. Good; Maxine Singer; Mildred Dresselhaus; Norman Foster Ramsey; Norman Hackerman; Rita R. Colwell; Shirley Ann Jackson
Vautrin Lud Prize	highest award in the field of geography	1.0	9.0	0.0	0.0	0.010742187499999998	1992-01-01T00:00:00Z	2015-01-01T00:00:00Z	Brian Berry; David Harvey; Denise Pumain; Edward Soja; Heinz Wanner; Horacio Capel Sáez; Paul Claval; Roger Brunet; Torsten Hägerstrand; Yi-Fu Tuan
VdS medal	$null$	0.0	2.0	0.0	0.0	0.25	2002-01-01T00:00:00Z	2005-01-01T00:00:00Z	Bernd Flach-Wilken; Joachim Herrmann
Vega Medal	$null$	4.0	63.0	0.0	0.0	5.5339305186918875e-15	1881-01-01T00:00:00Z	2018-01-01T00:00:00Z	Adolf Erik Nordenskiöld; Albert Defant; Albert I, Prince of Monaco; Albrecht Penck; Alfred Gabriel Nathorst; Bjørn Helland-Hansen; Boris Vilkitsky; Carl O. Sauer; Carl Troll; Cesare Emiliani; Compton J. Tucker; David E. Sugden; Dorthe Dahl-Jensen; Emin Pasha; Emmanuel de Martonne; Ernest Shackleton; Ferdinand von Richthofen; Filip Hjulström; Françoise Gasse; Fridtjof Nansen; Georg August Schweinfurth; George H. Denton; Gerard De Geer; Gillian Hart; Gunnar Hoppe; Hans Pettersson; Harald Sverdrup; Henry Morton Stanley; Hubert Lamb; J. Ross Mackay; Jacob Bjerknes; Johan Gunnar Andersson; Johan Peter Koch; John Imbrie; John Murray; Knud Rasmussen; Lauge Koch; Laurence Dudley Stamp; Lennart von Post; Lesley Head; Lonnie Thompson; Louis Gustave Binger; Louis Leakey; Louis Palander; Maurice Ewing; Mikhail Somov; Nikolay Mikhaylovich Przhevalsky; Otto Nordenskjöld; Otto Sverdrup; Paul-Émile Victor; Prince Luigi Amedeo, Duke of the Abruzzi; Richard E. Byrd; Richard Joel Russell; Robert Falcon S
Veitch Memorial Medal	an international prize issued annually by the Royal Horticultural Society	17.0	47.0	0.0	0.0	0.00011344119144164029	1894-01-01T00:00:00Z	2017-02-01T00:00:00Z	Alfred Barton Rendle; Alice Margaret Coats; Arabella Lennox-Boyd; Arthur William Hill; B. L. Burtt; Charles Sprague Sargent; Chen Hang; D. G. Hessayon; Daniel J. Hinkley; David C. H. Austin; David Prain; David Robinson; Donald Wyman; Eben Gowrie Waterhouse; Edward James Salisbury; Elizabeth May McClintock; Ernest Henry Wilson; Frances Perry; Francis Cabot; Frank Kingdon-Ward; George Forrest; George Nicholson; George Russell; Gertrude Jekyll; Graham Ross; Graham Stuart Thomas; Iris Bannochie; Jennifer Owen; John Alfred Codrington; John Gilbert Baker; John Hutchinson; John Scott Lennox Gilmour; John Stuart Yeates; Lawrance James Metcalf; Leonard Cockayne; Liberty Hyde Bailey; Margaret Stones; Mark W. Chase; Mary Grierson; Mavis Batey; Nellie Roberts; Otto Stapf; Percy Stephen Cane; Peter H. Raven; Philippe Lecoufle; Philippe de Spoelberch; Piet Oudolf; Rachel Lambert Mellon; Robert Lloyd Praeger; Roy Lancaster; Sonja Bernadotte; Stella Ross-Craig; Thomas Francis Rivers; Thomas Meehan; Th
Vening Meinesz Prize	$null$	1.0	12.0	0.0	0.0	0.0017089843749999998	1968-01-01T00:00:00Z	2018-01-01T00:00:00Z	Appy Sluijs; Frédéric Marin; Guido van der Werf; Guust Nolet; Hans Schouten; Hans Zijderveld; Johan Weijers; Jorien Vonk; Lennart de Groot; Nico van Breemen; Niko Wanders; Wim van Westrenen; Wout Krijgsman
Verriest Medal	award in the field of colour vision	0.0	6.0	0.0	0.0	0.015625	1995-01-01T00:00:00Z	2017-01-01T00:00:00Z	David H. Foster; Donald I. A. MacLeod; Gerald H. Jacobs; Joel Pokorny; John Krauskopf; John Mollon
Vetlesen Prize	award of the Lamont-Doherty Earth Observatory and the G. Unger Vetlesen Foundation	0.0	22.0	0.0	0.0	2.384185791015625e-07	1960-01-01T00:00:00Z	2017-01-01T00:00:00Z	Allan V. Cox; Arthur Holmes; Chaim L. Pekeris; Felix Andries Vening Meinesz; Harold Jeffreys; Jan Hendrik Oort; John Imbrie; John Tuzo Wilson; Keith Runcorn; Lynn R. Sykes; M. King Hubbert; Maurice Ewing; Pentti Eskola; R. Stephen J. Sparks; Richard Doell; Robert E. Dickinson; S. George Philander; Wallace Smith Broecker; Walter Alvarez; Walter Munk; William Alfred Fowler; William Richard Peltier
Victoria Medal	award from the Royal Geographical Society	4.0	36.0	0.0	0.0	9.285122359870003e-08	1902-01-01T00:00:00Z	2016-01-01T00:00:00Z	Alexander Emanuel Agassiz; Angela Gurnell; Carl Troll; Charles Close; Charles Phillips; Chauncy Harris; David Lowenthal; Edward J. Russell; Emmanuel de Margerie; Emmanuel de Martonne; Ernst Georg Ravenstein; Eva Germaine Rimington Taylor; Frank Debenham; George Howard Darwin; Gerald Seligman; Helen Wallis; Henry Clifford Darby; Henry George Lyons; Ian Simmons; James Alfred Steers; Jean Gottmann; John Innes Clarke; John Myres; John Scott Keltie; John Terence Coppock; Joseph Jennings; Julius Büdel; Linda McDowell; Marcel Aurousseau; Paul Longley; Peter Jackson; Ren Mei'e; Richard Hartshorne; Robin Butlin; Ron Johnston; Ron Martin; Ronald F. Abler; Stuart N. Lane; Torsten Hägerstrand; William Mitchell Ramsay
Victoria Medal of Honour	Royal Horticultural Society	12.0	54.0	0.0	0.0	8.472470614738196e-08	1897-01-01T00:00:00Z	2017-01-01T00:00:00Z	Alan Bloom; Arthur Algernon Dorrien-Smith; Arthur Townshend Boscawen; Charles Notcutt; Charles Wolley-Dod; Christopher Lloyd; David C. H. Austin; David S. Ingram; Edward Augustus Bowles; Edward Mawley; Ellen Willmott; Ernest Henry Wilson; Fred Streeter; Geoffrey Jellicoe; George Fergusson Wilson; George Forrest; George Henslow; George King; George Yeld; Gertrude Jekyll; Harold Roy Fletcher; Harry Turner; Harry Veitch; Henry Ernest Milner; Henry John Elwes; Henry McLaren; Henry Nicholson Ellacombe; Isaac Bayley Balfour; Jekka McVicar; John Gilbert Baker; John Hutchinson; John Pilkington Hudson; John Seden; John Wright; Joseph Dalton Hooker; Lady Anne Berry; Laura McLaren, Baroness Aberconway; Lilian Snelling; Lionel de Rothschild; Mary Grierson; Michael Foster; Miriam Rothschild; Patrick Synge; Penelope Hobhouse; Peter Barr; Peter Seabrook; Queen Elizabeth The Queen Mother; Raymond Evison; Rosemary Verey; Roy Hay; Roy Lancaster; Samuel Hole; Sir Giles Rolls Loder, 3rd Baronet; Sir James
Viktor Frankl Award	award by the city Vienna (Austria) for the field of humanistic psychology	3.0	16.0	0.0	0.0	0.002212524414062501	2000-01-01T00:00:00Z	2015-01-01T00:00:00Z	Cecily Corti; Cicely Saunders; Elisabeth Lukas; Eric Kandel; Erwin Kräutler; Eugene Gendlin; Franz König; Georg Sporschill; Giselher Guttmann; Hans Georg Zapotoczky; Heinz von Foerster; Helmut Krätzl; Hugo Portisch; Johannes Poigenfürst; Jürgen Habermas; Jürgen Kriz; Paul Watzlawick; Siegfried Kasper; Óscar Andrés Rodríguez Maradiaga
Viktor Hamburger Outstanding Educator Prize	award	2.0	0.0	0.0	0.0	1.0	2007-01-01T00:00:00Z	2010-01-01T00:00:00Z	Eugenie Scott; Maxine Singer
Viktor Kovačić Award	annual award for architecture in Croatia	0.0	1.0	0.0	0.0	0.5	2010-01-01T00:00:00Z	2010-01-01T00:00:00Z	Igor Franić
Vilcek Prize	prize program which spotlights and supports immigrant contributions to American society	3.0	10.0	0.0	0.0	0.046142578125000014	2007-01-01T00:00:00Z	2020-01-01T00:00:00Z	Alexander Varshavsky; Charles Simic; Dan Littman; Edwidge Danticat; Huda Zoghbi; Inder Verma; José Andrés; Neri Oxman; Peter Walter; Rudolf Jaenisch; Ruslan Medzhitov; Thomas Jessell; Yuh Nung Jan
Villum Kann Rasmussen Annual Award	Danish research prize for techincal research	6.0	23.0	0.0	0.0	0.00115785002708435	1987-01-01T00:00:00Z	2020-01-01T00:00:00Z	Anders Overgaard Bjarklev; Anja Boisen; Birger Lindberg Møller; Birgitte Ahring; Carsten Rahbek; Christian Søndergaard Jensen; Dorthe Dahl-Jensen; Eva Bjørn Vedel Jensen; Flemming Besenbacher; Frede Blaabjerg; Ivan Damgård; Jakob Bohr; Jan Oskar Jeppesen; Jens Hjorth; Jens Kehlet Nørskov; Jens Nielsen; Jens Stougaard; Jesper Wengel; Karl Anker Jørgensen; Klaus Mølmer; Lone Gram; Martin Philip Bendsøe; Mikkel Thorup; Ole Sigmund; Palle Jeppesen; Rasmus Nielsen; Sergey I. Bozhevolnyi; Søren Brunak; Thomas Sinkjær
